1 A 1 0.5 1
2 B 1 0.5 0
3 C 1 0.5 0
4 D 1 0.5 2
5 E 1 0.5 0
6 F 1 0.5 0
7 G 1 0.5 0
8 G 1 0.5 0
9 G 1 0.5 0
10 G 1 0.5 0
11 G 1 0.5 0
12 G 1 0.5 0
13 G 1 0.5 0
14 G 1 0.5 0
15 G 1 0.5 0
16 G 1 0.5 0
17 G 1 0.5 0
18 G 1 0.5 0
19 G 1 0.5 0
20 G 1 0.5 0
21 G 1 0.5 0
22 G 1 0.5 0
23 G 1 0.5 0
24 G 1 0.5 0
25 G 1 0.5 0
26 G 1 0.5 0
27 G 1 0.5 0
28 G 1 0.5 0
29 G 1 0.5 0
30 G 1 0.5 0
31 G 1 0.5 0
32 G 1 0.5 0
33 G 1 0.5 0
34 G 1 0.5 0
35 G 1 0.5 0
36 G 1 0.5 0
37 G 1 0.5 0
38 G 1 0.5 0
39 G 1 0.5 0
40 G 1 0.5 0
41 G 1 0.5 0
42 G 1 0.5 0
43 G 1 0.5 0
44 G 1 0.5 0
45 G 1 0.5 0
46 G 1 0.5 0
47 G 1 0.5 0
48 G 1 0.5 0
49 G 1 0.5 0
50 G 1 0.5 0
51 G 1 0.5 0
52 G 1 0.5 0
53 G 1 0.5 0
54 G 1 0.5 0
55 G 1 0.5 0
56 G 1 0.5 0
57 G 1 0.5 0
58 G 1 0.5 0
59 G 1 0.5 0
60 G 1 0.5 0
61 G 1 0.5 0
62 G 1 0.5 0
63 G 1 0.5 0
64 G 1 0.5 0
65 G 1 0.5 0
66 G 1 0.5 0
67 G 1 0.5 0
68 G 1 0.5 0
69 G 1 0.5 0
70 G 1 0.5 0
71 G 1 0.5 0
72 G 1 0.5 0
73 G 1 0.5 0
74 G 1 0.5 0
75 G 1 0.5 0
76 G 1 0.5 0
77 G 1 0.5 0
78 G 1 0.5 0
79 G 1 0.5 0
80 G 1 0.5 0
81 G 1 0.5 0
82 G 1 0.5 0
83 G 1 0.5 0
84 G 1 0.5 0
85 G 1 0.5 0
86 G 1 0.5 0
87 G 1 0.5 0
88 G 1 0.5 0
89 G 1 0.5 0
90 G 1 0.5 0
    
4 3 1  
5 4 1  
1 6 1  
1 7 1  
2 9 1  
1 8 1  
9 4 1  
1 2 1  
1 10 1  
1 11 1  
1 12 1  
1 13 1  
1 14 1  
1 15 1  
1 16 1  
1 17 1  
1 18 1  
1 19 1  
1 20 1  
4 21 1  
5 22 1  
6 23 1  
7 24 1  
8 25 1  
9 26 1  
10 27 1  
11 28 1  
12 29 1  
1 30 1  
1 31 1  
1 32 1  
1 33 1  
1 34 1  
1 35 1  
1 36 1  
1 37 1  
1 38 1  
1 39 1  
1 40 1  
1 41 1  
1 42 1  
39 24 1  
39 25 1  
39 26 1  
39 27 1  
39 28 1  
39 29 1  
39 30 1  
39 31 1  
39 32 1  
39 33 1  
39 34 1  
39 35 1  
39 36 1  
39 37 1  
39 38 1  
41 40 1  
40 39 1  
41 40 1  
42 41 1  
43 42 1  
44 43 1  
45 44 1  
46 45 1  
47 46 1  
48 47 1  
49 48 1  
50 49 1  
51 50 1  
52 51 1  
53 52 1  
54 53 1  
55 54 1  
56 55 1  
57 56 1  
58 57 1  
59 58 1  
60 59 1  
61 60 1  
62 61 1  
63 62 1  
64 63 1  
65 64 1  
66 65 1  
67 66 1  
68 67 1  
69 68 1  
70 69 1  
71 70 1  
72 71 1  
73 72 1  
74 73 1  
4 74 1  
4 75 1  
4 76 1  
4 77 1  
4 78 1  
4 79 1  
4 80 1  
4 81 1  
4 82 1  
4 83 1  
4 84 1  
4 85 1  
4 86 1  
4 87 1  
4 88 1  
4 89 1  
